first_name,second_name,web_name,team,minutes,goals_scored,assists,clean_sheets,total_points,form,ict_index,influence,creativity,threat,now_cost,selected_by_percent
Jamaldeen,Jimoh,Jimoh,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Donyell,Malen,Malen,2,296,3,0,0,34,0.0,38.5,138.2,42.7,208.0,53,0.2
Andrés,García,A. Garcia,2,316,0,0,0,8,0.0,12.0,45.6,68.4,7.0,45,0.1
Unai,Emery,Emery,2,0,0,0,0,105,0.0,0.0,0.0,0.0,0.0,8,7.7
Marco,Asensio,M.Asensio,2,740,3,2,3,44,0.0,67.2,200.6,232.5,242.0,60,2.4
Max,Aarons,Aarons,3,84,0,0,1,8,0.0,1.7,13.2,3.2,0.0,43,0.1
Tyler,Adams,Adams,3,1959,0,3,6,58,0.0,75.9,411.8,261.2,83.0,49,0.1
Jaidon,Anthony,Anthony,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.1
David,Brooks,Brooks,3,941,2,1,3,52,0.0,80.4,193.6,316.7,300.0,49,0.0
Ryan,Christie,Christie,3,2114,2,3,8,76,0.0,139.6,514.0,576.8,303.0,48,0.1
Lewis,Cook,Cook,3,2976,1,4,5,82,0.0,144.9,607.0,727.1,114.0,50,0.1
Enes,Ünal,Enes Ünal,3,330,2,1,2,32,0.0,35.9,104.0,56.1,207.0,54,0.1
Romain,Faivre,Faivre,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50,0.0
Hamed,Traorè,H.Traorè,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
James,Hill,Hill,3,443,0,1,1,17,0.0,16.6,97.0,38.4,29.0,39,0.5
Daniel,Jebbison,Jebbison,3,105,1,0,0,20,0.0,16.6,58.2,39.1,70.0,45,1.1
Milos,Kerkez,Kerkez,3,3336,2,6,9,134,0.0,157.3,694.0,642.0,238.0,53,20.0
Justin,Kluivert,Kluivert,3,2339,12,6,13,158,0.0,212.0,700.0,654.1,771.0,59,11.0
Chris,Mepham,Mepham,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,0.0
Dango,Ouattara,O.Dango,3,1998,7,4,7,111,0.0,187.2,624.6,496.8,754.0,45,0.9
Alex,Paulsen,Paulsen,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Philip,Billing,Philip,3,176,0,0,0,10,0.0,20.4,54.0,102.4,47.0,48,0.0
Alex,Scott,Scott,3,745,0,0,3,26,0.0,43.2,141.6,171.6,118.0,47,0.0
Antoine,Semenyo,Semenyo,3,3202,11,7,11,165,0.0,267.8,792.2,688.9,1204.0,57,8.0
Marcos,Senesi,Senesi,3,1103,0,0,2,31,0.0,39.6,271.6,84.2,39.0,46,0.3
Luis,Sinisterra,Sinisterra,3,229,1,1,0,23,0.0,42.3,112.0,115.3,195.0,48,0.1
Adam,Smith,Smith,3,1586,0,0,6,57,0.0,35.0,181.8,147.2,24.0,44,0.1
Marcus,Tavernier,Tavernier,3,1932,3,7,4,87,0.0,155.4,447.0,664.8,442.0,54,0.2
Mark,Travers,Travers,3,450,0,0,1,19,0.0,14.6,146.4,0.0,0.0,44,0.1
Illia,Zabarnyi,Zabarnyi,3,3109,0,1,8,94,0.0,92.0,651.4,177.0,88.0,44,0.5
Kepa,Arrizabalaga,Arrizabalaga,3,2790,0,0,8,106,0.0,75.8,744.4,10.4,4.0,46,3.7
Dean,Huijsen,Huijsen,3,2422,3,2,7,104,0.0,123.6,826.4,217.6,193.0,45,5.0
Julián,Araujo Zúñiga,J.Araujo,3,492,0,0,0,12,0.0,9.2,56.8,30.6,4.0,43,0.1
Will,Dennis,Dennis,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,0.3
Francisco Evanilson,de Lima Barbosa,Evanilson,3,2317,10,5,11,128,0.0,174.8,456.0,331.9,966.0,59,8.5
Max,Kinsey,Kinsey,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Ben,Winterburn,Winterburn,3,22,0,0,0,4,0.0,0.4,2.4,0.2,2.0,45,0.0
Archie,Harris,Harris,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Remy,Rees-Dottin,Rees-Dottin,3,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,45,0.1
Matai,Akinmboni,Akinmboni,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Julio,Soler,Soler,3,9,0,0,0,3,0.0,0.4,2.2,1.8,0.0,39,0.0
Daniel,Adu-Adjei,Adu-Adjei,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Dominic,Sadi,Sadi,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Callan,McKenna,McKenna,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Zain,Silcott-Duberry,Silcott-Duberry,3,1,0,0,0,1,0.0,0.3,2.0,1.0,0.0,45,0.0
Andoni,Iraola,Iraola,3,0,0,0,0,82,0.0,0.0,0.0,0.0,0.0,11,4.8
Kristoffer,Ajer,Ajer,4,1433,0,0,3,39,0.0,48.5,199.0,128.1,158.0,44,0.2
Ethan,Brierley,Brierley,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,0.1
Nathan,Collins,Collins,4,3420,2,7,8,127,0.0,149.6,1023.2,160.5,311.0,46,4.5
Mikkel,Damsgaard,Damsgaard,4,2911,2,10,11,131,0.0,205.9,714.8,1006.4,338.0,49,1.2
Josh,Dasilva,Dasilva,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48,0.0
Mark,Flekken,Flekken,4,3275,0,2,7,138,0.0,132.5,1298.4,30.3,0.0,45,10.0
Rico,Henry,Henry,4,94,0,0,0,4,0.0,1.7,13.6,2.1,2.0,43,0.0
Aaron,Hickey,Hickey,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43,0.0
Vitaly,Janelt,Janelt,4,2251,1,3,6,73,0.0,77.2,356.6,284.2,131.0,48,0.2
Mathias,Jensen,Jensen,4,846,0,2,2,38,0.0,43.8,157.0,249.5,32.0,53,0.1
Kim,Ji-soo,Ji-soo,4,28,0,0,0,3,0.0,0.6,5.0,0.8,0.0,39,0.3
Yunus Emre,Konak,Konak,4,53,0,0,0,10,0.0,1.2,8.0,4.5,3.0,44,0.1
Keane,Lewis-Potter,Lewis-Potter,4,3092,1,5,8,94,0.0,139.9,542.0,462.2,391.0,50,0.1
Bryan,Mbeumo,Mbeumo,4,3415,20,9,9,236,0.0,340.8,1236.8,1107.5,1060.0,83,46.7
Ben,Mee,Mee,4,180,0,0,1,9,0.0,4.6,36.8,3.0,6.0,42,0.3
Christian,Nørgaard,Nørgaard,4,2820,5,5,6,107,0.0,147.9,735.4,333.0,409.0,48,0.2
Frank,Onyeka,Onyeka,4,23,0,0,0,2,0.0,0.0,0.0,0.5,0.0,49,0.0
Myles,Peart-Harris,Peart-Harris,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Ethan,Pinnock,Pinnock,4,1912,2,0,2,47,0.0,83.6,540.2,101.2,193.0,44,0.3
Mads,Roerslev Rasmussen,Roerslev,4,1100,0,2,2,36,0.0,48.0,214.4,185.8,78.0,43,0.1
Kevin,Schade,Schade,4,2281,11,4,10,149,0.0,183.3,630.8,312.7,892.0,53,3.3
Igor Thiago,Nascimento Rodrigues,Thiago,4,167,0,0,0,9,0.0,5.8,18.2,30.6,12.0,59,0.0
Ivan,Toney,Toney,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,73,1.1
Hákon,Valdimarsson,Valdimarsson,4,144,0,0,0,2,0.0,2.1,21.4,0.1,0.0,39,2.9
Yoane,Wissa,Wissa,4,2921,18,6,9,185,0.0,242.4,849.4,400.0,1181.0,69,24.2
Yehor,Yarmoliuk,Yarmoliuk,4,1435,0,0,3,43,0.0,54.4,259.6,196.1,89.0,43,2.3
Mathias,Jorgensen,Zanka,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Fábio,Freitas Gouveia Carvalho,Carvalho,4,443,2,1,0,35,0.0,36.3,142.2,71.5,154.0,45,0.4
Sepp,van den Berg,Van den Berg,4,2584,0,1,5,62,0.0,92.3,587.4,108.3,226.0,41,1.5
Ryan,Trevitt,Trevitt,4,3,0,0,0,1,0.0,0.3,2.6,0.1,0.0,44,0.0
Gustavo,Nunes Fernandes Gomes,G.Nunes,4,11,0,0,0,3,0.0,1.2,10.0,0.3,2.0,49,0.0
Jayden,Meghoma,Meghoma,4,4,0,0,0,1,0.0,0.1,0.2,0.3,0.0,40,0.0
Tony,Yogane,Yogane,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Paris,Maghoma,Maghoma,4,112,0,0,0,8,0.0,5.4,27.8,15.8,10.0,45,0.0
Benjamin,Arthur,Arthur,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Thomas,Frank,Frank,4,0,0,0,0,116,0.0,0.0,0.0,0.0,0.0,8,15.1
Michael,Kayode,Kayode,4,523,0,1,2,27,0.0,24.2,105.2,105.2,30.0,45,0.1
Julian,Eyestone,Eyestone,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Iwan,Morgan,Morgan,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Benjamin,Fredrick,Benjamin Fredrick,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Simon,Adingra,Adingra,5,1081,2,3,2,60,0.0,80.9,212.4,261.9,337.0,51,0.3
Benicio,Baker-Boaitey,Baker-Boaitey,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Carlos,Baleba,Baleba,5,2660,3,1,8,87,0.0,105.2,515.4,343.7,193.0,50,0.2
Valentín,Barco,Barco,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,1.9
Amario,Cozier-Duberry,Cozier-Duberry,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Mahmoud,Dahoud,Dahoud,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,0.0
Lewis,Dunk,Dunk,5,2081,0,1,4,44,0.0,66.9,425.4,115.7,128.0,42,2.3
Pervis,Estupiñán,Estupiñan,5,2399,1,1,3,63,0.0,120.8,504.4,530.1,173.0,49,1.3
Billy,Gilmour,Gilmour,5,97,0,0,0,3,0.0,2.5,11.4,11.9,2.0,50,0.0
Pascal,Groß,Gross,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,65,0.0
Jack,Hinshelwood,Hinshelwood,5,1839,5,3,6,89,0.0,97.0,394.6,268.1,304.0,49,0.1
Ibrahim,Osman,I.Osman,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50,0.0
Igor Julio,dos Santos de Paulo,Igor,5,959,0,0,1,18,0.0,24.9,189.6,54.7,4.0,43,0.1
João Pedro,Junqueira de Jesus,João Pedro,5,1946,10,6,6,126,0.0,166.0,567.0,456.0,644.0,55,8.5
Kacper,Kozłowski,Kozlowski,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Tariq,Lamptey,Lamptey,5,856,2,2,2,42,0.0,36.8,213.6,101.0,52.0,44,0.2
Solly,March,March,5,161,0,0,0,7,0.0,10.1,24.0,59.6,18.0,65,0.0
Adrian,Mazilu,Mazilu,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
James,Milner,Milner,5,170,0,0,1,6,0.0,10.7,28.6,66.3,12.0,50,0.0
Yankuba,Minteh,Minteh,5,1831,6,5,4,102,0.0,159.1,523.8,448.9,615.0,48,1.0
Mitoma,Kaoru,Mitoma,5,2597,10,5,6,145,0.0,210.7,670.6,578.0,856.0,63,6.3
Jakub,Moder,Moder,5,9,0,0,0,4,0.0,5.4,15.8,36.0,2.0,44,0.4
Mark,O’Mahony,O’Mahony,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.2
Odeluga,Offiah,Offiah,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.1
Cameron,Peupion,Peupion,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,0.0
Jeremy,Sarmiento Morante,Sarmiento,5,8,0,0,0,1,0.0,0.1,0.2,0.8,0.0,49,0.0
Jason,Steele,Steele,5,180,0,0,1,9,0.0,4.1,40.4,0.0,0.0,40,0.7
Deniz,Undav,Undav,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,55,0.0
Jan Paul,van Hecke,Van Hecke,5,2960,1,1,7,87,0.0,118.3,736.6,261.8,182.0,45,0.7
Joël,Veltman,Veltman,5,1694,0,0,6,59,0.0,48.1,273.0,147.2,59.0,43,1.1
Bart,Verbruggen,Verbruggen,5,3240,0,1,7,103,0.0,85.8,849.8,10.0,0.0,45,2.5
Adam,Webster,Webster,5,885,0,1,4,39,0.0,30.2,198.4,49.7,55.0,43,0.1
Danny,Welbeck,Welbeck,5,2109,10,5,7,125,0.0,155.8,550.2,331.3,676.0,55,6.9
Mats,Wieffer,Wieffer,5,1003,1,5,2,52,0.0,68.5,328.8,230.4,129.0,47,0.1
Brajan,Gruda,Gruda,5,676,1,4,1,45,0.0,69.1,196.6,311.6,187.0,54,0.1
Yasin,Ayari,Ayari,5,1958,2,1,7,74,0.0,111.7,363.2,507.5,247.0,50,0.1
Andrew,Moran,Moran,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50,0.0
Carl,Rushworth,Rushworth,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,0.1
Georginio,Rutter,Georginio,5,1651,5,6,6,95,0.0,103.0,355.4,281.8,404.0,50,0.3
Ferdi,Kadioglu,F.Kadıoğlu,5,385,1,0,2,19,0.0,24.0,116.4,83.7,40.0,44,0.1
Matt,O'Riley,O'Riley,5,929,2,3,2,50,0.0,75.3,211.4,322.5,219.0,55,0.0
Imari,Samuels,Samuels,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Killian,Cahill,Cahill,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,0.9
Ruairi,McConville,McConville,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Jacob,Slater,Slater,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Diego,Gómez,Gómez,5,507,1,1,0,30,0.0,33.6,124.2,143.2,69.0,55,0.0
Fabian,Hürzeler,Hürzeler,5,0,0,0,0,119,0.0,0.0,0.0,0.0,0.0,11,2.3
Joe,Knight,Knight,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Eiran,Cashin,Cashin,5,19,0,0,0,1,0.0,0.7,7.0,0.6,0.0,45,0.0
Charlie,Tasker,Charlie Tasker,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Freddie,Simmonds,Freddie Simmonds,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Harry,Howell,Harry Howell,5,6,0,0,0,1,0.0,0.9,2.0,0.9,6.0,45,0.0
Andrey,Nascimento dos Santos,Andrey Santos,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Ângelo Gabriel,Borges Damaceno,Ângelo,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.1
Benoît,Badiashile,B.Badiashile,6,332,0,0,0,7,0.0,7.9,66.0,12.6,0.0,42,0.1
Lucas,Bergström,Bergström,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,0.2
Marcus,Bettinelli,Bettinelli,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,0.4
Moisés,Caicedo Corozo,Caicedo,6,3351,1,4,12,98,0.0,129.2,627.6,568.8,95.0,49,1.0
Cesare,Casadei,Casadei,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,0.1
Trevoh,Chalobah,Chalobah,6,1969,3,1,6,93,0.0,84.6,496.4,124.2,222.0,44,0.7
Carney,Chukwuemeka,Chukwuemeka,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,47,0.0
Levi,Colwill,Colwill,6,3150,2,1,10,109,0.0,109.4,692.0,214.3,185.0,44,2.4
Marc,Cucurella Saseta,Cucurella,6,2988,5,2,9,133,0.0,137.9,668.6,350.6,358.0,54,11.8
David Datro,Fofana,D.D.Fofana,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,54,0.1
Deivid Washington,de Souza Eugênio,Deivid,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,0.1
Kiernan,Dewsbury-Hall,Dewsbury-Hall,6,257,0,1,0,18,0.0,12.6,57.4,47.4,21.0,55,0.1
Enzo,Fernández,Enzo,6,2943,6,8,10,135,0.0,241.3,761.6,1131.6,517.0,47,4.1
Conor,Gallagher,Gallagher,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59,0.1
Alfie,Gilchrist,Gilchrist,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Malo,Gusto,Gusto,6,1853,0,1,4,60,0.0,87.9,336.8,394.6,147.0,49,1.4
Reece,James,James,6,1057,1,2,3,54,0.0,46.7,207.6,202.1,56.0,48,1.1
Omari,Kellyman,Kellyman,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43,0.1
Roméo,Lavia,Lavia,6,792,0,1,3,26,0.0,24.4,113.2,121.7,7.0,45,0.4
Romelu,Lukaku Bolingoli,Lukaku,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,63,0.2
Malang,Sarr,M.Sarr,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Noni,Madueke,Madueke,6,2028,7,5,6,120,0.0,195.3,479.2,475.1,998.0,60,3.2
Marc,Guiu Paz,Marc Guiu,6,71,0,0,0,3,0.0,2.2,4.4,11.8,6.0,47,0.5
Mykhailo,Mudryk,Mudryk,6,145,0,0,0,7,0.0,8.5,23.2,31.5,31.0,61,0.2
Nicolas,Jackson,N.Jackson,6,2220,10,6,11,121,0.0,187.4,546.4,368.3,976.0,77,6.2
Christopher,Nkunku,Nkunku,6,904,3,2,2,60,0.0,77.1,230.2,204.9,339.0,57,2.0
Cole,Palmer,Palmer,6,3193,15,10,10,214,0.0,338.0,1068.2,1259.2,1052.0,105,34.3
Đorđe,Petrović,Petrović,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,0.1
Renato,Palma Veiga,Renato Veiga,6,176,0,0,1,7,0.0,5.9,30.4,9.2,19.0,44,0.1
Robert,Sánchez,Sánchez,6,2880,0,0,10,126,0.0,77.5,755.6,20.0,0.0,45,6.2
Tosin,Adarabioyo,Tosin,6,1403,1,1,7,71,0.0,49.6,352.2,48.2,92.0,42,0.3
Wesley,Fofana,W.Fofana,6,1172,0,0,2,26,0.0,31.9,200.2,85.0,33.0,43,0.2
Jadon,Sancho,Sancho,6,1754,3,5,7,86,0.0,127.5,340.0,523.2,414.0,62,0.9
Pedro,Lomba Neto,Neto,6,2262,4,6,8,104,0.0,180.0,492.0,762.7,545.0,61,1.4
Caleb,Wiley,Wiley,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Filip,Jørgensen,Jørgensen,6,540,0,0,1,18,0.0,15.9,157.6,0.0,0.0,42,0.4
João,Félix Sequeira,João Félix,6,362,1,2,1,24,0.0,32.3,88.0,95.4,141.0,59,0.4
Samuel,Rak-Sakyi,Rak-Sakyi,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Tyrique,George,George,6,177,1,1,1,17,0.0,17.1,67.4,72.7,32.0,45,0.0
Josh,Acheampong,Acheampong,6,168,0,0,0,4,0.0,2.9,13.6,2.5,13.0,40,0.1
Enzo,Maresca,Maresca,6,0,0,0,0,94,0.0,0.0,0.0,0.0,0.0,15,1.7
Mathis,Amougou,Amougou,6,7,0,0,0,1,0.0,0.2,1.0,0.9,0.0,45,0.0
Aaron,Anselmino,Anselmino,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Shumaira,Mheuka,Mheuka,6,1,0,0,0,1,0.0,2.0,3.0,0.0,17.0,45,0.0
Ishé,Samuels-Smith,Samuels-Smith,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Genesis,Antwi,Genesis Antwi,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Eddie,Nketiah,Nketiah,7,1018,3,2,2,53,0.0,82.5,192.2,163.7,475.0,59,0.7
Ben,Chilwell,Chilwell,7,254,1,0,0,13,0.0,20.7,99.6,69.2,37.0,46,0.5
Naouirou,Ahamada,Ahamada,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.1
Cheick,Doucouré,C.Doucouré,7,443,0,1,1,19,0.0,10.8,58.6,25.7,23.0,48,0.0
Chris,Richards,C.Richards,7,1921,1,1,7,68,0.0,69.6,470.8,45.0,181.0,44,0.2
Chadi,Riad Dnanou,Chadi Riad,7,90,0,0,0,1,0.0,2.0,18.2,1.3,0.0,43,0.0
Nathaniel,Clyne,Clyne,7,477,0,0,1,18,0.0,12.4,66.6,51.8,8.0,43,0.1
Malcolm,Ebiowei,Ebiowei,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Eberechi,Eze,Eze,7,2588,8,8,10,148,0.0,222.4,685.0,849.2,691.0,70,14.6
Marc,Guéhi,Guéhi,7,3059,3,2,11,116,0.0,131.0,827.0,237.6,247.0,47,5.7
Dean,Henderson,Henderson,7,3420,0,0,11,135,0.0,88.6,853.6,30.0,4.0,46,11.7
Rob,Holding,Holding,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,42,0.1
Will,Hughes,Hughes,7,2100,0,4,10,67,0.0,87.5,335.2,462.6,90.0,49,0.0
Daichi,Kamada,Kamada,7,1545,0,0,3,45,0.0,68.2,219.2,314.1,145.0,51,0.1
Jefferson,Lerma Solís,Lerma,7,2270,0,1,6,58,0.0,78.7,401.4,190.2,197.0,48,0.1
Jean-Philippe,Mateta,Mateta,7,2642,14,2,9,150,0.0,187.3,671.6,405.4,800.0,75,8.3
Matheus,França de Oliveira,M.França,7,52,1,0,0,9,0.0,11.5,48.4,1.2,66.0,44,0.2
Remi,Matthews,Matthews,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,0.4
Tyrick,Mitchell,Mitchell,7,3090,0,6,12,123,0.0,136.2,630.8,559.1,170.0,48,2.1
Daniel,Muñoz,Muñoz,7,3229,4,6,11,142,0.0,197.6,816.6,634.2,524.0,52,19.3
David,Ozoh,Ozoh,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Jesurun,Rak-Sakyi,Rak-Sakyi,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Jeffrey,Schlupp,Schlupp,7,95,0,0,0,12,0.0,11.0,22.8,42.9,46.0,46,0.0
Joel,Ward,Ward,7,71,0,0,0,1,0.0,1.6,5.8,10.3,0.0,43,0.1
Adam,Wharton,Wharton,7,1314,0,2,4,42,0.0,71.2,261.2,381.4,69.0,47,0.1
Matt,Turner,Turner,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,7.2
Ismaïla,Sarr,I.Sarr,7,2708,8,7,10,149,0.0,215.9,675.0,618.0,866.0,55,5.3
Franco,Umeh-Chibueze,Umeh-Chibueze,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,0.0
Justin,Devenny,Devenny,7,494,1,1,0,34,0.0,33.2,138.8,101.8,90.0,45,0.1
Asher,Agbinone,Agbinone,7,4,0,0,0,2,0.0,1.5,4.0,10.6,1.0,45,0.0
Kaden,Rodney,Rodney,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Maxence,Lacroix,Lacroix,7,3116,1,2,11,114,0.0,111.4,723.8,113.7,277.0,45,0.9
Caleb,Kporha,Kporha,7,11,0,0,0,2,0.0,1.3,8.0,4.6,0.0,40,0.0
Zach,Marsh,Marsh,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.2
Romain,Esse,Esse,7,138,1,2,0,22,0.0,16.4,74.8,38.4,51.0,47,0.1
Oliver,Glasner,Glasner,7,0,0,0,0,128,0.0,0.0,0.0,0.0,0.0,8,1.9
Armando,Broja,Broja,8,327,0,0,2,12,0.0,10.9,20.2,53.8,43.0,53,0.1
Abdoulaye,Doucouré,A.Doucoure,8,2563,3,2,11,94,0.0,107.6,352.6,379.4,348.0,51,0.5
Norberto Bercique,Gomes Betuncal,Beto,8,1521,8,0,4,87,0.0,119.5,373.2,163.9,666.0,48,3.9
Jarrad,Branthwaite,Branthwaite,8,2509,0,1,9,88,0.0,81.3,624.6,57.7,130.0,49,1.9
Dominic,Calvert-Lewin,Calvert-Lewin,8,1602,3,2,8,63,0.0,89.2,200.2,126.1,573.0,54,1.0
Séamus,Coleman,Coleman,8,214,0,0,0,5,0.0,7.1,42.4,3.8,23.0,43,0.0
Idrissa,Gueye,Gana,8,3063,0,3,12,89,0.0,96.6,522.0,327.2,117.0,48,0.2
James,Garner,Garner,8,1590,0,1,5,42,0.0,60.4,264.8,248.2,93.0,49,0.0
Jack,Harrison,Harrison,8,2068,1,3,7,81,0.0,108.6,277.0,527.7,288.0,52,0.2
Mason,Holgate,Holgate,8,5,0,0,0,1,0.0,0.0,0.0,0.0,0.0,40,0.1
Tim,Iroegbunam,Iroegbunam,8,562,0,1,0,22,0.0,19.6,122.2,40.9,32.0,43,0.6
João,Neves Virgínia,J.Virginia,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38,1.0
Michael,Keane,Keane,8,1046,3,0,3,48,0.0,45.4,306.6,23.2,123.0,38,4.3
Neal,Maupay,Maupay,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,0.2
Dwight,McNeil,McNeil,8,1366,4,8,5,93,0.0,123.3,392.0,631.8,207.0,51,1.4
Vitalii,Mykolenko,Mykolenko,8,3082,1,3,11,121,0.0,115.2,621.4,428.5,100.0,44,6.7
Iliman,Ndiaye,Ndiaye,8,2426,9,0,15,114,0.0,142.0,598.0,326.4,493.0,52,1.1
Nathan,Patterson,Patterson,8,342,0,1,0,14,0.0,15.5,71.6,70.3,12.0,44,0.0
Jordan,Pickford,Pickford,8,3420,0,1,12,158,0.0,107.0,1052.0,20.3,0.0,52,15.9
James,Tarkowski,Tarkowski,8,2922,1,1,10,105,0.0,126.9,859.0,188.8,217.0,47,1.6
Youssef,Ramalho Chermiti,Y. Chermiti,8,42,0,0,0,3,0.0,3.0,2.4,0.6,27.0,49,0.0
Ashley,Young,Young,8,1864,1,4,9,98,0.0,86.8,431.2,388.2,46.0,42,1.4
Carlos,Alcaraz Durán,Alcaraz,8,766,2,3,1,44,0.0,65.4,219.4,205.7,227.0,47,0.1
Jesper,Lindstrøm,Lindstrøm,8,1229,0,1,6,44,0.0,76.0,214.2,309.6,237.0,50,0.1
Jake,O'Brien,O'Brien,8,1568,2,0,5,65,0.0,56.0,341.4,108.9,109.0,45,0.9
Harrison,Armstrong,Armstrong,8,47,0,0,0,2,0.0,2.2,1.8,10.9,9.0,44,0.1
Jenson,Metcalfe,Metcalfe,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Asmir,Begovic,Begovic,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.2
Roman,Dixon,Dixon,8,90,0,0,0,0,0.0,1.6,15.4,0.3,0.0,39,0.1
Orel,Mangala,Mangala,8,1257,1,0,5,39,0.0,41.4,172.8,133.5,106.0,50,0.0
